Wavelength Scan - Scanning

Instrument Name:,,,DU 800 Spectrophotometer
Serial Number:,,,8002850
Software Version:,,,"2.1,  Build 5"
Firmware Version:,,,2.0.102
Method Name:,,,LTER Chl
Organization:,,,
Department:,,,
Operator:,,,
Product Name:,,,
Component Name:,,,
Lot Number:,,,
Comment:,,,
Signature 1:,,,
Signature 2:,,,
Signature 3:,,,
Signature 4:,,,
Signature 5:,,,

#,Filename,Acquired
1,,"March 01, 2022 2:12 PM"

Scan Mode:,,,Abs
Start Wavelength:,,,600.0 nm
End Wavelength:,,,775.0 nm
Wavelength Interval:,,,0.5 nm
Scan Speed:,,,600 nm/min

,Sample Name,,Description
1,DCSW1_210804,,300
2,CAP_210804,,100
3,L60_210805,,100
4,DOBA8_210805,,200
5,MDT_210805,,240
6,HP_210805,,400
7,BLA,,3000

nm,Abs 1,Abs 2,Abs 3,Abs 4,Abs 5,Abs 6,Abs 7
763.0,0.0023,0.0163,0.0210,0.0049,0.0078,0.0040,-0.0006
763.5,0.0023,0.0163,0.0210,0.0049,0.0078,0.0041,-0.0006
764.0,0.0022,0.0163,0.0209,0.0050,0.0077,0.0041,-0.0006
764.5,0.0022,0.0162,0.0209,0.0050,0.0077,0.0042,-0.0007
765.0,0.0022,0.0162,0.0209,0.0050,0.0076,0.0043,-0.0007
765.5,0.0023,0.0162,0.0209,0.0050,0.0075,0.0042,-0.0007
766.0,0.0023,0.0162,0.0209,0.0050,0.0075,0.0042,-0.0007
766.5,0.0024,0.0161,0.0209,0.0049,0.0075,0.0042,-0.0007
767.0,0.0024,0.0161,0.0208,0.0048,0.0074,0.0042,-0.0007
767.5,0.0025,0.0161,0.0208,0.0049,0.0074,0.0042,-0.0007
768.0,0.0026,0.0159,0.0208,0.0049,0.0074,0.0042,-0.0007
768.5,0.0027,0.0159,0.0207,0.0048,0.0073,0.0042,-0.0006
769.0,0.0028,0.0157,0.0206,0.0047,0.0074,0.0042,-0.0006
769.5,0.0030,0.0156,0.0206,0.0046,0.0074,0.0041,-0.0007
770.0,0.0030,0.0154,0.0205,0.0045,0.0073,0.0041,-0.0007
770.5,0.0032,0.0153,0.0205,0.0045,0.0074,0.0042,-0.0007
771.0,0.0033,0.0152,0.0204,0.0045,0.0074,0.0043,-0.0007
771.5,0.0034,0.0149,0.0203,0.0044,0.0073,0.0041,-0.0007
772.0,0.0035,0.0148,0.0203,0.0044,0.0074,0.0041,-0.0007
772.5,0.0036,0.0147,0.0202,0.0044,0.0074,0.0042,-0.0006
773.0,0.0036,0.0145,0.0202,0.0043,0.0073,0.0041,-0.0007
773.5,0.0038,0.0145,0.0201,0.0044,0.0074,0.0041,-0.0006
774.0,0.0038,0.0144,0.0199,0.0043,0.0073,0.0040,-0.0007
774.5,0.0040,0.0143,0.0200,0.0043,0.0073,0.0041,-0.0007
775.0,0.0040,0.0143,0.0200,0.0043,0.0073,0.0041,-0.0007
