Wavelength Scan - Scanning,,,,,,,,,,
726,0.0122,0.0103,0.0037,0.0121,0.0135,0.0146,0.0115,0.0066,0.016,0.0029
726.5,0.0122,0.0103,0.0036,0.0121,0.0135,0.0145,0.0115,0.0066,0.016,0.0029
727,0.0122,0.0102,0.0036,0.0121,0.0135,0.0145,0.0114,0.0066,0.016,0.0029
727.5,0.0121,0.0103,0.0036,0.0121,0.0136,0.0144,0.0114,0.0066,0.016,0.0029
728,0.012,0.0102,0.0036,0.012,0.0135,0.0143,0.0113,0.0066,0.016,0.0028
728.5,0.0119,0.0102,0.0036,0.012,0.0136,0.0143,0.0114,0.0066,0.016,0.0029
729,0.0118,0.0101,0.0036,0.0119,0.0137,0.0142,0.0113,0.0066,0.016,0.0029
729.5,0.0118,0.0101,0.0036,0.0119,0.0137,0.0141,0.0113,0.0066,0.016,0.0029
730,0.0116,0.01,0.0036,0.0118,0.0137,0.014,0.0113,0.0065,0.016,0.0029
730.5,0.0115,0.01,0.0036,0.0118,0.0137,0.0139,0.0112,0.0065,0.016,0.0029
731,0.0114,0.01,0.0035,0.0117,0.0137,0.0139,0.0112,0.0065,0.016,0.0028
731.5,0.0114,0.0099,0.0035,0.0115,0.0137,0.0138,0.0112,0.0064,0.016,0.0029
732,0.0113,0.0099,0.0035,0.0114,0.0137,0.0137,0.0112,0.0064,0.0159,0.0029
732.5,0.0112,0.0098,0.0034,0.0112,0.0137,0.0137,0.0111,0.0063,0.0159,0.0028
733,0.0112,0.0097,0.0033,0.0111,0.0137,0.0137,0.0111,0.0063,0.0158,0.0028
733.5,0.0111,0.0097,0.0033,0.0108,0.0137,0.0136,0.0111,0.0063,0.0158,0.0028
734,0.0111,0.0097,0.0032,0.0106,0.0136,0.0137,0.0111,0.0062,0.0158,0.0028
734.5,0.011,0.0096,0.0033,0.0103,0.0136,0.0137,0.011,0.0062,0.0157,0.0028
735,0.0117,0.0093,0.0032,0.0091,0.0134,0.01,0.0114,0.0061,0.0161,0.0029
735.5,0.0118,0.0092,0.0032,0.0091,0.0134,0.0099,0.0113,0.0061,0.016,0.0029
736,0.0118,0.0092,0.0032,0.009,0.0134,0.0098,0.0113,0.006,0.016,0.0029
736.5,0.0117,0.0091,0.0032,0.009,0.0134,0.0097,0.0112,0.006,0.016,0.0029
737,0.0117,0.0091,0.0032,0.009,0.0134,0.0096,0.0111,0.006,0.016,0.0029
737.5,0.0117,0.0091,0.0031,0.009,0.0135,0.0096,0.0111,0.006,0.016,0.0029
738,0.0116,0.009,0.0031,0.009,0.0134,0.0096,0.0109,0.006,0.016,0.0029
738.5,0.0116,0.0091,0.0031,0.009,0.0135,0.0096,0.0109,0.006,0.016,0.0029
739,0.0115,0.009,0.0031,0.0089,0.0134,0.0096,0.0108,0.0059,0.016,0.0028
739.5,0.0115,0.0091,0.0031,0.009,0.0135,0.0096,0.0108,0.006,0.016,0.0029
740,0.0114,0.009,0.003,0.0089,0.0135,0.0097,0.0108,0.0059,0.016,0.0029
740.5,0.0113,0.009,0.003,0.0089,0.0135,0.0097,0.0108,0.0059,0.016,0.0029
741,0.0113,0.009,0.003,0.009,0.0135,0.0097,0.0108,0.0059,0.016,0.0029
741.5,0.0113,0.009,0.003,0.009,0.0135,0.0097,0.0108,0.0059,0.016,0.0029
742,0.0113,0.009,0.003,0.0089,0.0135,0.0098,0.0108,0.0059,0.0159,0.0029
742.5,0.0112,0.009,0.003,0.0089,0.0135,0.0098,0.0108,0.0058,0.0159,0.0029
743,0.0113,0.0089,0.0029,0.0089,0.0135,0.0098,0.0108,0.0058,0.0159,0.0029
743.5,0.0114,0.0089,0.0029,0.0089,0.0135,0.0098,0.0109,0.0058,0.0159,0.0029
744,0.0115,0.0089,0.003,0.0089,0.0136,0.0099,0.0109,0.0058,0.0159,0.0029
744.5,0.0116,0.0089,0.003,0.0089,0.0136,0.0099,0.011,0.0058,0.0159,0.0029
745,0.0116,0.0089,0.0029,0.0088,0.0135,0.0099,0.011,0.0057,0.0158,0.0029
745.5,0.0115,0.0089,0.0029,0.0088,0.0136,0.0099,0.011,0.0057,0.0158,0.0029
746,0.0115,0.0089,0.0029,0.0088,0.0136,0.01,0.0111,0.0057,0.0158,0.0029
746.5,0.0114,0.0089,0.0029,0.0088,0.0136,0.01,0.0112,0.0057,0.0158,0.0029
747,0.0114,0.0088,0.0029,0.0088,0.0136,0.01,0.0112,0.0057,0.0158,0.0029
747.5,0.0113,0.0088,0.0029,0.0088,0.0137,0.01,0.0114,0.0057,0.0158,0.0029
748,0.0111,0.0088,0.0028,0.0087,0.0137,0.01,0.0114,0.0056,0.0158,0.0028
748.5,0.011,0.0088,0.0028,0.0087,0.0136,0.0101,0.0115,0.0056,0.0157,0.0029
749,0.0109,0.0088,0.0028,0.0087,0.0136,0.0101,0.0115,0.0055,0.0157,0.0029
749.5,0.0109,0.0088,0.0028,0.0087,0.0137,0.0102,0.0116,0.0056,0.0157,0.0029
750,0.0108,0.0087,0.0028,0.0087,0.0136,0.0101,0.0116,0.0055,0.0156,0.0029
750.5,0.0107,0.0087,0.0027,0.0087,0.0136,0.0101,0.0116,0.0055,0.0156,0.0028
751,0.0108,0.0087,0.0027,0.0087,0.0136,0.0102,0.0117,0.0055,0.0155,0.0029
751.5,0.0108,0.0086,0.0027,0.0086,0.0135,0.0101,0.0116,0.0054,0.0155,0.0028
752,0.0108,0.0086,0.0027,0.0086,0.0136,0.0102,0.0116,0.0054,0.0155,0.0028
752.5,0.0109,0.0086,0.0027,0.0087,0.0135,0.0102,0.0116,0.0055,0.0155,0.0029
753,0.0109,0.0086,0.0027,0.0086,0.0134,0.0102,0.0115,0.0054,0.0155,0.0028
753.5,0.0109,0.0085,0.0026,0.0086,0.0134,0.0102,0.0115,0.0054,0.0154,0.0028
754,0.0109,0.0085,0.0027,0.0086,0.0134,0.0103,0.0114,0.0054,0.0154,0.0028
754.5,0.0109,0.0085,0.0026,0.0086,0.0134,0.0104,0.0114,0.0053,0.0154,0.0029
755,0.0109,0.0085,0.0026,0.0086,0.0134,0.0105,0.0114,0.0053,0.0154,0.0029
755.5,0.0109,0.0085,0.0026,0.0086,0.0134,0.0107,0.0113,0.0053,0.0153,0.0028
756,0.011,0.0086,0.0027,0.0086,0.0134,0.0111,0.0113,0.0053,0.0153,0.0029
756.5,0.0109,0.0085,0.0026,0.0086,0.0134,0.0116,0.0112,0.0052,0.0153,0.0029
757,0.0109,0.0085,0.0026,0.0086,0.0134,0.0123,0.0112,0.0053,0.0153,0.0029
757.5,0.0109,0.0085,0.0026,0.0086,0.0134,0.0131,0.0111,0.0052,0.0152,0.0029
758,0.0109,0.0085,0.0026,0.0086,0.0134,0.0137,0.0111,0.0052,0.0152,0.0029
758.5,0.011,0.0086,0.0026,0.0086,0.0134,0.0146,0.0111,0.0052,0.0152,0.0029
759,0.0109,0.0087,0.0026,0.0086,0.0134,0.0155,0.0111,0.0052,0.0152,0.0029
759.5,0.0109,0.0086,0.0026,0.0086,0.0134,0.0162,0.011,0.0052,0.0151,0.0029
760,0.0109,0.0087,0.0026,0.0086,0.0134,0.0171,0.0111,0.0052,0.0152,0.0029
760.5,0.0109,0.0087,0.0025,0.0085,0.0134,0.0177,0.0111,0.0051,0.0151,0.0029
761,0.0109,0.0088,0.0026,0.0086,0.0134,0.0179,0.0112,0.0051,0.0151,0.0029
761.5,0.0109,0.0088,0.0025,0.0085,0.0134,0.0177,0.0113,0.0051,0.015,0.0029
762,0.011,0.0089,0.0025,0.0085,0.0134,0.0171,0.0114,0.0051,0.0149,0.0029
762.5,0.0111,0.0091,0.0026,0.0086,0.0133,0.0164,0.0115,0.0051,0.015,0.0029
763,0.0111,0.0093,0.0025,0.0085,0.0133,0.0153,0.0116,0.005,0.0149,0.0029
763.5,0.0111,0.0095,0.0025,0.0086,0.0132,0.0145,0.0117,0.0051,0.0149,0.0029
764,0.011,0.0097,0.0025,0.0086,0.0131,0.0134,0.0117,0.0051,0.0148,0.0029
764.5,0.011,0.0099,0.0026,0.0086,0.0132,0.0126,0.0119,0.0051,0.0148,0.0029
765,0.0109,0.01,0.0025,0.0086,0.0131,0.0116,0.0119,0.0051,0.0148,0.0029
765.5,0.0109,0.0101,0.0026,0.0087,0.013,0.011,0.0118,0.005,0.0148,0.0029
766,0.0109,0.0101,0.0025,0.0087,0.013,0.0105,0.0118,0.0051,0.0147,0.0029
766.5,0.0108,0.0102,0.0026,0.0087,0.013,0.0103,0.0117,0.005,0.0147,0.0029
767,0.0108,0.0102,0.0025,0.0087,0.0129,0.0102,0.0115,0.005,0.0146,0.0028
767.5,0.0109,0.0103,0.0026,0.0087,0.0129,0.0103,0.0114,0.0051,0.0147,0.0029
768,0.0109,0.0103,0.0026,0.0087,0.0129,0.0103,0.0111,0.005,0.0146,0.0029
768.5,0.0109,0.0103,0.0026,0.0086,0.0129,0.0104,0.0109,0.005,0.0146,0.0029
769,0.011,0.0104,0.0026,0.0087,0.013,0.0105,0.0108,0.0051,0.0147,0.0029
769.5,0.011,0.0104,0.0026,0.0087,0.0129,0.0105,0.0106,0.0051,0.0147,0.0029
770,0.011,0.0105,0.0026,0.0087,0.0129,0.0106,0.0105,0.0051,0.0147,0.0029
770.5,0.011,0.0106,0.0026,0.0088,0.0129,0.0106,0.0104,0.0051,0.0147,0.0029
771,0.0109,0.0106,0.0026,0.0088,0.0128,0.0105,0.0103,0.0051,0.0147,0.0029
771.5,0.0109,0.0106,0.0026,0.0088,0.0128,0.0104,0.0102,0.0051,0.0147,0.0029
772,0.0108,0.0105,0.0026,0.0088,0.0127,0.0103,0.01,0.005,0.0147,0.0029
772.5,0.0107,0.0106,0.0026,0.0089,0.0127,0.0102,0.01,0.005,0.0147,0.0029
773,0.0107,0.0106,0.0026,0.0089,0.0127,0.01,0.01,0.0051,0.0147,0.0029
773.5,0.0108,0.0107,0.0026,0.0089,0.0126,0.0099,0.01,0.0051,0.0148,0.0029
774,0.0107,0.0106,0.0026,0.0088,0.0126,0.0098,0.0099,0.005,0.0147,0.0029
774.5,0.0108,0.0106,0.0026,0.0088,0.0126,0.0096,0.0099,0.005,0.0147,0.0029
775,0.0108,0.0106,0.0026,0.0088,0.0126,0.0096,0.0099,0.005,0.0147,0.0029
